index_num,idiom,idiom_stripped,s1,s2,s3,label,position,corrected_labels,total_i,total_l,total_na,incorrect_i,incorrect_l,incorrect_na,incorrect_total,total_duplicates
1053,मुख सिउनु,मुख स,अन्तर्राष्ट्रिय बक्सिङ महासङ्घका अध्यक्ष उमर क्रमलेभले गरेको भेटमा प्रधानमन्त्री देउवाले सम्भावना बोकेको खेल भएकाले स्तरोन्नतिका लागि सरकारको तर्फबाट सक्दो सहयोग गने प्रतिबद्धता व्यक्त गरे ।,"नेपाल बक्सिङ सङ्घका केन्द्रीय सदस्य पुष्पराज
थप समाचार
ओलीको निसानामा सर्वोच्च अदालत र सभामुख सापकोटा
संवैधानिक इजलासमा वस्ने नवस्ने निर्णय गर्ने अधिकार न्यायधिश र इजलासको : सर्वोच्च प्रशासन
नेपालमा कोभिडमा सहयोग गर्न संकलित रकमको लाइभ अपडेट हेर्न मिल्ने
अहिलेसम्ममा ५ लाख डलर सहयोग संकलन
संक्रमण रोकथामका लागि प्रभावकारी भूमिका वढाउन स्वास्थ्य मन्त्रालयको अनुरोध
नेपाल तस्विर
काठमाडौं ।",स्वास्थ तथा जनसंख्या मन्त्रालय अन्तर्गतको स्वास्थ्य आपतकालिन कार्य संचालन केन्द्रले संक्रमण रोकथाम तथा नियन्त्रणका लागि प्रभावकारी भूमिका वढाउन जनतालाई आह्वान गरेको छ ।,NA,"नेपाल बक्सिङ सङ्घका केन्द्रीय सदस्य पुष्पराज
थप समाचार
ओलीको निसानामा सर्वोच्च अदालत र सभामुख सापकोटा
संवैधानिक इजलासमा वस्ने नवस्ने निर्णय गर्ने अधिकार न्यायधिश र इजलासको : सर्वोच्च प्रशासन
नेपालमा कोभिडमा सहयोग गर्न संकलित रकमको लाइभ अपडेट हेर्न मिल्ने
अहिलेसम्ममा ५ लाख डलर सहयोग संकलन
संक्रमण रोकथामका लागि प्रभावकारी भूमिका वढाउन स्वास्थ्य मन्त्रालयको अनुरोध
नेपाल तस्विर
काठमाडौं ।",,,,,,,,,
1054,मुख सिउनु,मुख स,ऊर्जामन्त्री जनार्दन शर्माले नेपालको सामाजिक–आर्थिक विकासको बाहक ऊर्जा क्षेत्र नै भएकाले त्यसैको विकासका लागि वर्तमान सरकार क्रियाशील रहेको बताउनुभएको छ ।,"अल्पविकसित, भूपरिवेष्टित, विकासोन्मुख तथा विकासोन्मुख साना टापु राज्यका लागि संयुक्त राष्ट्रसङ्घीय उच्च प्रतिनिधिको कार्यालय, नेपाल सरकार र यहाँस्थित राष्ट्रसङ्घीय विकास कार्...	
कालीगण्डकी करिडोर निर्माणले जलयात्रा प्रभावित
फलेवास (पर्वत), ८ चैत ।",कालीगण्डकी करिडोर निर्माण कार्यका कारण जलयात्रा (¥याफ्टिङ) प्रभावित बनेको छ ।,NA,"अल्पविकसित, भूपरिवेष्टित, विकासोन्मुख तथा विकासोन्मुख साना टापु राज्यका लागि संयुक्त राष्ट्रसङ्घीय उच्च प्रतिनिधिको कार्यालय, नेपाल सरकार र यहाँस्थित राष्ट्रसङ्घीय विकास कार्...        
कालीगण्डकी करिडोर निर्माणले जलयात्रा प्रभावित
फलेवास (पर्वत), ८ चैत ।",,,,,,,,,
1055,मुख सिउनु,मुख स,होसमा आउँदा बेस्सरी घामले पोलेजस्तो भयो ।,"भित्र कहाँ कहाँ पीडा भएजस्तो, मुख सुकेजस्तो लागेको थियो ।",फेरि धुम्म भयो ।,NA,"भित्र कहाँ कहाँ पीडा भएजस्तो, मुख सुकेजस्तो लागेको थियो ।",,,,,,,,,
1056,मुख सिउनु,मुख स,केही समय अघि जगन्नाथकी २२ वर्षीया बसन्ती बिष्टको पनि शल्यक्रियामार्फत बच्चा निकालिएको थियो ।,पाठेघरको मुख साँघुरो भएको र रगतको अभाव भएकाले उनलाई बच्चा जन्माउन निकै समस्या भएको थियो ।,"अन्तिम अवस्थामा मात्र अस्पतालमा पुर्‍याइएकी बसन्तीलाई डा. न्यौपाने नेतृत्वको टोलीले शल्यक्रिया गरेको थियो
शल्यक्रियापछि बसन्ती बिष्टले भनिन् ‘बाँच्ने आश हराईसकेको थियो, डाक्टरले मलाई जीवनदान दिए ।",NA,पाठेघरको मुख साँघुरो भएको र रगतको अभाव भएकाले उनलाई बच्चा जन्माउन निकै समस्या भएको थियो ।,,,,,,,,,
1057,मुख सिउनु,मुख स,"कक्षा १२ को परीक्षाको नतिजा आज सार्वजनिक हुने
काे काे छन् त थापा र लिङ्देनकाे प्यानलमा ?","अध्यक्ष प्रचण्डले माओवादीका सबै प्रदेश सम्मेलनको एकैसाथ उदघाटन गर्ने
भारतमा भेटिए ओमिक्राेन भेरिएन्टका २ काेराेना संक्रमित
दर्जन बढी युवाहरु माओवादी केन्द्र प्रवेश, १० लाख पार्टी सदस्यता पुर्‍याउने प्रचण्डको उदघोष
स्पेनबाट फर्केलगत्तै न्यायालयको विवादबारे सभामुख सापकोटाले दिए प्रतिक्रिया
अरु पनि‍‍‍‍‍‍…
अत्यावश्यक कामबाहेक विदेश नजान सरकारको आग्रह
मन्त्री नियुक्तिमा कुनै सेटिङ छैन, अनावश्यक हल्ला गर्नुमा केहि तुक छैन- प्रचण्ड
हामीसँग मर्ने या लड्ने बाहेक अरु विकल्प छैन– प्रचण्ड
यस्ता थिए संविधानमा माओवादीले राखेका १२ बुँदे फरक मत
1
2
3
4
5
6
...
25
>>
Global News
Defense lifts Dallas to 27-17 victory over sinking Saints
NEW ORLEANS -- — Dallas defensive coordinator Dan Quinn had to step in for Mike McCarthy as acting head coach and enjoyed the sideline view as the unit he normally oversees lifted the Cowboys out of their recent swoon with a slew of big plays.
Phoenix Suns set franchise record with 18th straight win
But after a 114-103 victory Thursday night over the visiting Detroit Pistons set a franchise mark with 18 consecutive wins, Williams allowed himself time to reflect. ""But it is really cool to be a ...
Check Out What The Phoenix Suns Tweeted After Winning Their 18th Game In A Row
The Phoenix Suns defeated the Detroit Pistons 114-103 on Thursday night in Arizona to advance to 19-3 on the season in their first 22 games. After starting out the season 1-3, they are now on an 18-game winning streak. The Suns sent out an awesome ...
Investigators reveal concerns about behavior of Michigan high school shooting suspect leading up to the tragedy
Oxford, Michigan (CNN) Two teachers separately reported concerning behavior from sophomore Ethan Crumbley starting the day before the fatal Michigan high school shooting he's accused of -- prompting two meetings with him, including one with his parents ...
Season Ends vs Kansas in NCAA First Round
OMAHA, Neb. – Brooke Nuneviller and Taylor Borup combined for 27 kills but No. 19 Oregon suffered a straight-set loss to Kansas in Thursday's first-round match of the NCAA Tournament. With the result, the Ducks finish the season with a 22-9 record and ...",--NNI--,NA,"अध्यक्ष प्रचण्डले माओवादीका सबै प्रदेश सम्मेलनको एकैसाथ उदघाटन गर्ने
भारतमा भेटिए ओमिक्राेन भेरिएन्टका २ काेराेना संक्रमित
दर्जन बढी युवाहरु माओवादी केन्द्र प्रवेश, १० लाख पार्टी सदस्यता पुर्‍याउने प्रचण्डको उदघोष
स्पेनबाट फर्केलगत्तै न्यायालयको विवादबारे सभामुख सापकोटाले दिए प्रतिक्रिया
अरु पनि‍‍‍‍‍‍…
अत्यावश्यक कामबाहेक विदेश नजान सरकारको आग्रह
मन्त्री नियुक्तिमा कुनै सेटिङ छैन, अनावश्यक हल्ला गर्नुमा केहि तुक छैन- प्रचण्ड
हामीसँग मर्ने या लड्ने बाहेक अरु विकल्प छैन– प्रचण्ड
यस्ता थिए संविधानमा माओवादीले राखेका १२ बुँदे फरक मत
1
2
3
4
5
6
...
25
>>
Global News
Defense lifts Dallas to 27-17 victory over sinking Saints
NEW ORLEANS -- — Dallas defensive coordinator Dan Quinn had to step in for Mike McCarthy as acting head coach and enjoyed the sideline view as the unit he normally oversees lifted the Cowboys out of their recent swoon with a slew of big plays.
Phoenix Suns set franchise record with 18th straight win
But after a 114-103 victory Thursday night over the visiting Detroit Pistons set a franchise mark with 18 consecutive wins, Williams allowed himself time to reflect. ""But it is really cool to be a ...
Check Out What The Phoenix Suns Tweeted After Winning Their 18th Game In A Row
The Phoenix Suns defeated the Detroit Pistons 114-103 on Thursday night in Arizona to advance to 19-3 on the season in their first 22 games. After starting out the season 1-3, they are now on an 18-game winning streak. The Suns sent out an awesome ...
Investigators reveal concerns about behavior of Michigan high school shooting suspect leading up to the tragedy
Oxford, Michigan (CNN) Two teachers separately reported concerning behavior from sophomore Ethan Crumbley starting the day before the fatal Michigan high school shooting he's accused of -- prompting two meetings with him, including one with his parents ...
Season Ends vs Kansas in NCAA First Round
OMAHA, Neb. – Brooke Nuneviller and Taylor Borup combined for 27 kills but No. 19 Oregon suffered a straight-set loss to Kansas in Thursday's first-round match of the NCAA Tournament. With the result, the Ducks finish the season with a 22-9 record and ...",,,,,,,,,
1058,मुख सिएर बस्नु,मुख स,अन्तर्राष्ट्रिय बक्सिङ महासङ्घका अध्यक्ष उमर क्रमलेभले गरेको भेटमा प्रधानमन्त्री देउवाले सम्भावना बोकेको खेल भएकाले स्तरोन्नतिका लागि सरकारको तर्फबाट सक्दो सहयोग गने प्रतिबद्धता व्यक्त गरे ।,"नेपाल बक्सिङ सङ्घका केन्द्रीय सदस्य पुष्पराज
थप समाचार
ओलीको निसानामा सर्वोच्च अदालत र सभामुख सापकोटा
संवैधानिक इजलासमा वस्ने नवस्ने निर्णय गर्ने अधिकार न्यायधिश र इजलासको : सर्वोच्च प्रशासन
नेपालमा कोभिडमा सहयोग गर्न संकलित रकमको लाइभ अपडेट हेर्न मिल्ने
अहिलेसम्ममा ५ लाख डलर सहयोग संकलन
संक्रमण रोकथामका लागि प्रभावकारी भूमिका वढाउन स्वास्थ्य मन्त्रालयको अनुरोध
नेपाल तस्विर
काठमाडौं ।",स्वास्थ तथा जनसंख्या मन्त्रालय अन्तर्गतको स्वास्थ्य आपतकालिन कार्य संचालन केन्द्रले संक्रमण रोकथाम तथा नियन्त्रणका लागि प्रभावकारी भूमिका वढाउन जनतालाई आह्वान गरेको छ ।,NA,"नेपाल बक्सिङ सङ्घका केन्द्रीय सदस्य पुष्पराज
थप समाचार
ओलीको निसानामा सर्वोच्च अदालत र सभामुख सापकोटा
संवैधानिक इजलासमा वस्ने नवस्ने निर्णय गर्ने अधिकार न्यायधिश र इजलासको : सर्वोच्च प्रशासन
नेपालमा कोभिडमा सहयोग गर्न संकलित रकमको लाइभ अपडेट हेर्न मिल्ने
अहिलेसम्ममा ५ लाख डलर सहयोग संकलन
संक्रमण रोकथामका लागि प्रभावकारी भूमिका वढाउन स्वास्थ्य मन्त्रालयको अनुरोध
नेपाल तस्विर
काठमाडौं ।",,,,,,,,,
1059,मुख सिएर बस्नु,मुख स,ऊर्जामन्त्री जनार्दन शर्माले नेपालको सामाजिक–आर्थिक विकासको बाहक ऊर्जा क्षेत्र नै भएकाले त्यसैको विकासका लागि वर्तमान सरकार क्रियाशील रहेको बताउनुभएको छ ।,"अल्पविकसित, भूपरिवेष्टित, विकासोन्मुख तथा विकासोन्मुख साना टापु राज्यका लागि संयुक्त राष्ट्रसङ्घीय उच्च प्रतिनिधिको कार्यालय, नेपाल सरकार र यहाँस्थित राष्ट्रसङ्घीय विकास कार्...	
कालीगण्डकी करिडोर निर्माणले जलयात्रा प्रभावित
फलेवास (पर्वत), ८ चैत ।",कालीगण्डकी करिडोर निर्माण कार्यका कारण जलयात्रा (¥याफ्टिङ) प्रभावित बनेको छ ।,NA,"अल्पविकसित, भूपरिवेष्टित, विकासोन्मुख तथा विकासोन्मुख साना टापु राज्यका लागि संयुक्त राष्ट्रसङ्घीय उच्च प्रतिनिधिको कार्यालय, नेपाल सरकार र यहाँस्थित राष्ट्रसङ्घीय विकास कार्...        
कालीगण्डकी करिडोर निर्माणले जलयात्रा प्रभावित
फलेवास (पर्वत), ८ चैत ।",,,,,,,,,
1060,मुख सिएर बस्नु,मुख स,होसमा आउँदा बेस्सरी घामले पोलेजस्तो भयो ।,"भित्र कहाँ कहाँ पीडा भएजस्तो, मुख सुकेजस्तो लागेको थियो ।",फेरि धुम्म भयो ।,NA,"भित्र कहाँ कहाँ पीडा भएजस्तो, मुख सुकेजस्तो लागेको थियो ।",,,,,,,,,
1061,मुख सिएर बस्नु,मुख स,केही समय अघि जगन्नाथकी २२ वर्षीया बसन्ती बिष्टको पनि शल्यक्रियामार्फत बच्चा निकालिएको थियो ।,पाठेघरको मुख साँघुरो भएको र रगतको अभाव भएकाले उनलाई बच्चा जन्माउन निकै समस्या भएको थियो ।,"अन्तिम अवस्थामा मात्र अस्पतालमा पुर्‍याइएकी बसन्तीलाई डा. न्यौपाने नेतृत्वको टोलीले शल्यक्रिया गरेको थियो
शल्यक्रियापछि बसन्ती बिष्टले भनिन् ‘बाँच्ने आश हराईसकेको थियो, डाक्टरले मलाई जीवनदान दिए ।",NA,पाठेघरको मुख साँघुरो भएको र रगतको अभाव भएकाले उनलाई बच्चा जन्माउन निकै समस्या भएको थियो ।,,,,,,,,,
1062,मुख सिएर बस्नु,मुख स,"कक्षा १२ को परीक्षाको नतिजा आज सार्वजनिक हुने
काे काे छन् त थापा र लिङ्देनकाे प्यानलमा ?","अध्यक्ष प्रचण्डले माओवादीका सबै प्रदेश सम्मेलनको एकैसाथ उदघाटन गर्ने
भारतमा भेटिए ओमिक्राेन भेरिएन्टका २ काेराेना संक्रमित
दर्जन बढी युवाहरु माओवादी केन्द्र प्रवेश, १० लाख पार्टी सदस्यता पुर्‍याउने प्रचण्डको उदघोष
स्पेनबाट फर्केलगत्तै न्यायालयको विवादबारे सभामुख सापकोटाले दिए प्रतिक्रिया
अरु पनि‍‍‍‍‍‍…
अत्यावश्यक कामबाहेक विदेश नजान सरकारको आग्रह
मन्त्री नियुक्तिमा कुनै सेटिङ छैन, अनावश्यक हल्ला गर्नुमा केहि तुक छैन- प्रचण्ड
हामीसँग मर्ने या लड्ने बाहेक अरु विकल्प छैन– प्रचण्ड
यस्ता थिए संविधानमा माओवादीले राखेका १२ बुँदे फरक मत
1
2
3
4
5
6
...
25
>>
Global News
Defense lifts Dallas to 27-17 victory over sinking Saints
NEW ORLEANS -- — Dallas defensive coordinator Dan Quinn had to step in for Mike McCarthy as acting head coach and enjoyed the sideline view as the unit he normally oversees lifted the Cowboys out of their recent swoon with a slew of big plays.
Phoenix Suns set franchise record with 18th straight win
But after a 114-103 victory Thursday night over the visiting Detroit Pistons set a franchise mark with 18 consecutive wins, Williams allowed himself time to reflect. ""But it is really cool to be a ...
Check Out What The Phoenix Suns Tweeted After Winning Their 18th Game In A Row
The Phoenix Suns defeated the Detroit Pistons 114-103 on Thursday night in Arizona to advance to 19-3 on the season in their first 22 games. After starting out the season 1-3, they are now on an 18-game winning streak. The Suns sent out an awesome ...
Investigators reveal concerns about behavior of Michigan high school shooting suspect leading up to the tragedy
Oxford, Michigan (CNN) Two teachers separately reported concerning behavior from sophomore Ethan Crumbley starting the day before the fatal Michigan high school shooting he's accused of -- prompting two meetings with him, including one with his parents ...
Season Ends vs Kansas in NCAA First Round
OMAHA, Neb. – Brooke Nuneviller and Taylor Borup combined for 27 kills but No. 19 Oregon suffered a straight-set loss to Kansas in Thursday's first-round match of the NCAA Tournament. With the result, the Ducks finish the season with a 22-9 record and ...",--NNI--,NA,"अध्यक्ष प्रचण्डले माओवादीका सबै प्रदेश सम्मेलनको एकैसाथ उदघाटन गर्ने
भारतमा भेटिए ओमिक्राेन भेरिएन्टका २ काेराेना संक्रमित
दर्जन बढी युवाहरु माओवादी केन्द्र प्रवेश, १० लाख पार्टी सदस्यता पुर्‍याउने प्रचण्डको उदघोष
स्पेनबाट फर्केलगत्तै न्यायालयको विवादबारे सभामुख सापकोटाले दिए प्रतिक्रिया
अरु पनि‍‍‍‍‍‍…
अत्यावश्यक कामबाहेक विदेश नजान सरकारको आग्रह
मन्त्री नियुक्तिमा कुनै सेटिङ छैन, अनावश्यक हल्ला गर्नुमा केहि तुक छैन- प्रचण्ड
हामीसँग मर्ने या लड्ने बाहेक अरु विकल्प छैन– प्रचण्ड
यस्ता थिए संविधानमा माओवादीले राखेका १२ बुँदे फरक मत
1
2
3
4
5
6
...
25
>>
Global News
Defense lifts Dallas to 27-17 victory over sinking Saints
NEW ORLEANS -- — Dallas defensive coordinator Dan Quinn had to step in for Mike McCarthy as acting head coach and enjoyed the sideline view as the unit he normally oversees lifted the Cowboys out of their recent swoon with a slew of big plays.
Phoenix Suns set franchise record with 18th straight win
But after a 114-103 victory Thursday night over the visiting Detroit Pistons set a franchise mark with 18 consecutive wins, Williams allowed himself time to reflect. ""But it is really cool to be a ...
Check Out What The Phoenix Suns Tweeted After Winning Their 18th Game In A Row
The Phoenix Suns defeated the Detroit Pistons 114-103 on Thursday night in Arizona to advance to 19-3 on the season in their first 22 games. After starting out the season 1-3, they are now on an 18-game winning streak. The Suns sent out an awesome ...
Investigators reveal concerns about behavior of Michigan high school shooting suspect leading up to the tragedy
Oxford, Michigan (CNN) Two teachers separately reported concerning behavior from sophomore Ethan Crumbley starting the day before the fatal Michigan high school shooting he's accused of -- prompting two meetings with him, including one with his parents ...
Season Ends vs Kansas in NCAA First Round
OMAHA, Neb. – Brooke Nuneviller and Taylor Borup combined for 27 kills but No. 19 Oregon suffered a straight-set loss to Kansas in Thursday's first-round match of the NCAA Tournament. With the result, the Ducks finish the season with a 22-9 record and ...",,,,,,,,,
1063,मुटु काम्नु,मुटु क,"हुन पनि हो उहाँ सबैलाई माया गर्नु हुन्छ , सहयोग गर्नु हुन्छ र देश र जनता को अभिभावक हुनुहुन्छ ।",केपि ओलि युवाहरुको नि मुटु को ढुकढुकि हुनुहुन्छ ।,"उहाँ रास्तृयता को प्रतीक हो , र समृद्ध नेपाल सुखी नेपाली नारा का परिकल्पना कार ।",NA,केपि ओलि युवाहरुको नि मुटु को ढुकढुकि हुनुहुन्छ ।,,,,,,,,,
1064,मुटु काम्नु,मुटु क,बलिवुडका लेजेण्ड अभिनेता कादर खानको क्यानाडामा निधन भएको छ ।,"८१ वर्षीय खानको निधनको पुष्टि उनकै छोरा सरफराज
Continue reading
विश्व
Leave a comment
जलवायु परिवर्तनको समस्याले बजाउँदैछ खतराको घण्टी
Posted on December 30, 2018 by A NP
काठमाडाै, १५ पुस | जलवायु परिवर्तनको मुख्य कारक मानिने कार्बन डाइअक्साइड, मिथेन र नाइट्रस अक्साइडजस्ता हरित गृह ग्यासको मात्रा अस्वभाविकरुपमा
Continue reading
मुख्य, विश्व
Leave a comment
२ लाख भन्दा बढी व्यक्तिको मृत्यु हुनेगरी भएको विश्वकै मुटु काप्ने हिरोशिमामा एटम बम यसरी खसेको थियो, बि.बि.सीले तयार परेको भिडियो
Posted on December 29, 2018 by J NP
एजेन्सी।",जापानी शहर हिरोशिमा र नागासाकीमा १९४५ मा भएको परमाणु हमला अहिलेसम्म कै ठुलो परमाणु हमला मानिन्छ ।,NA,"८१ वर्षीय खानको निधनको पुष्टि उनकै छोरा सरफराज
Continue reading
विश्व
Leave a comment
जलवायु परिवर्तनको समस्याले बजाउँदैछ खतराको घण्टी
Posted on December 30, 2018 by A NP
काठमाडाै, १५ पुस | जलवायु परिवर्तनको मुख्य कारक मानिने कार्बन डाइअक्साइड, मिथेन र नाइट्रस अक्साइडजस्ता हरित गृह ग्यासको मात्रा अस्वभाविकरुपमा
Continue reading
मुख्य, विश्व
Leave a comment
२ लाख भन्दा बढी व्यक्तिको मृत्यु हुनेगरी भएको विश्वकै मुटु काप्ने हिरोशिमामा एटम बम यसरी खसेको थियो, बि.बि.सीले तयार परेको भिडियो
Posted on December 29, 2018 by J NP
एजेन्सी।",,,,,,,,,
1065,मुटु काम्नु,मुटु क,ए अपराधी!,पैसाको लागि अर्काको सन्तान चटक्क चुँडेर लान सक्नेहरुको मुटु के ले बनेको हुन्छ हँ?,छोराहरु कहाँ के गर्दै होलान्!,NA,पैसाको लागि अर्काको सन्तान चटक्क चुँडेर लान सक्नेहरुको मुटु के ले बनेको हुन्छ हँ?,,,,,,,,,
1066,मुटु काम्नु,मुटु क,"उसोभए यी ६ घरेलु तरिका अपनाउनुहोस्
६.
काठमाडौंको तीनकुने र चुच्चेपाटीबाट डरलाग्दा ब्यक्ती पक्राउ !","कारण थाहा पाउँदा मुटु काम्छ
ताजा अपडेट
सर्वोच्चको समस्या संवादबाट समाधान हुनुपर्छ- अध्यक्ष नेपाल
१५ घण्टा अगाडी
सुन्दा अचम्म लाग्न सक्छ, खेतमा ब्रोकाउली टिपेको तलब १ करोड रुपैयाँ, दिनको ८ घण्टा काम, हप्तामा २ दिन विदा",--NNI--,NA,"कारण थाहा पाउँदा मुटु काम्छ
ताजा अपडेट
सर्वोच्चको समस्या संवादबाट समाधान हुनुपर्छ- अध्यक्ष नेपाल
१५ घण्टा अगाडी
सुन्दा अचम्म लाग्न सक्छ, खेतमा ब्रोकाउली टिपेको तलब १ करोड रुपैयाँ, दिनको ८ घण्टा काम, हप्तामा २ दिन विदा",,,,,,,,,
1067,मुटु काम्नु,मुटु क,- Shivaraj Online ‍परिवार खुशी भए मधुमेहको जोखिम कम !,"- Shivaraj Online
Trending
flash विजयनगरमा ३ माेटरसाइकल एक आपसमा ठाेक्किए, १ जनाकाे मृत्युु, २ गम्भीर घाइते ( विस्तृत विवरण सहित) flash मेयर भोट माग्न व्यास्त, बुद्धभुमीका ५ वडामा देखियो हैजा, १ वालिकाको मृत्यु अन्तर्राष्ट्रिय रुसमा खानी दुर्घटनामा मृत्यु हुनेको संख्या ५१ पुग्यो, दुई जनालाई २ महिनाको कैद समाज तराईमा मङ्सिरमै मुटु काम्ने जाडाे !","अन्तर्राष्ट्रिय दक्षिण अफ्रिकामा कोरोनाको नयाँ भेरियन्ट देखिएपछि भारतमा पनि उच्च सतर्कता समाज सीसीएमसीसीको बैठक बस्दै : सीमा नाकामा कडाइ तथा हवाई उडानबारे आवश्यक निर्णय गर्ने खेल आईसीसी महिला टी-२० : नेपाल युएई भिड्दै समाज जाजरकोटमा बस दुर्घटना, पाँच जनाको मृत्यु, २७ घाइते खेल आत्मानन्द कप : घरेलु टोली माङसेबुङको विजयी सुरुवात राजनीति एमाले महाधिवेशन : निर्वाचन प्रक्रिया आज
Shivaraj Online
जन जनको खबर शिवराजबाट जन जन सम्म जस्ताको त्यस्तै
सर्च गर्नुहोस्
×
Search
मुख्य पृष्ठ
समाचार
आर्थिक
राजनीति
शिवराज टिभी
समाज
स्वास्थ्य
अपराध
खेल
मनोरन्जन
अन्य
रोचक
शिवराज पोस्ट
सिफारिस
स्वास्थ्य
सर्च गर्नुहोस्
×
Search
‍परिवार खुशी भए मधुमेहको जोखिम कम !",I,"- Shivaraj Online
Trending
flash विजयनगरमा ३ माेटरसाइकल एक आपसमा ठाेक्किए, १ जनाकाे मृत्युु, २ गम्भीर घाइते ( विस्तृत विवरण सहित) flash मेयर भोट माग्न व्यास्त, बुद्धभुमीका ५ वडामा देखियो हैजा, १ वालिकाको मृत्यु अन्तर्राष्ट्रिय रुसमा खानी दुर्घटनामा मृत्यु हुनेको संख्या ५१ पुग्यो, दुई जनालाई २ महिनाको कैद समाज तराईमा मङ्सिरमै ###मुटु काम्ने### जाडाे !",,,,,,,,,
1068,मुर्ति थाप्नु,मुर्ति थ,हिन्दु र बौद्ध दुवै लाई दबाए| अंग्रेजहरुले मुक्ति दिएका हुन् नि इस्माल को चंगुल बाट!,"यी त भए इतिहास, जो हामीले बुझेको छैन वा बुझेर पनि बुझपचाएर ब्लग गरिन्छ| सुझाब त खासै छैन तर परिणाम के हुन्छा त्यो बुझौ साथीहरु
Reply
Suraj Shrestha says:        
August 2, 2013 at 6:58 am
म २०२८ सालमा पब्लिक हाई स्कूल, बिरेन्द्रनगर, सुर्खेत सहायक शिक्षक हुँदा भन्दा फरक पाएको काक्रेबिहरको निम्न कुरा यो फोटोमा देखे
१) बनजंगल बढेको छ
२) कक्रेबिहार मण्डला थपिएको छ
३) टिनको टहरा बनेको छ
४) तरबारपनि रहेछ
५) बुद्धको मुर्ति देख्दा राम्रो लग्यो तर ढलेको देख्दा दुख लग्यो
ककरेबिहर भन्दा ३/४ किलोमिटर उत्तरमा मायादेवीकोपनि मुर्ति थियो र सो अहिलेपनि सुरक्षित नै हुनु पर्द छ
बुद्धको देश हाम्रो नेपालमा शान्ति र प्रगतिको आशा गर्दछु
सुरज श्रेष्ठ
अमेरिका
Reply
cRIS says:        
August 2, 2013 at 6:51 am
देश भरिको गुम्बा, मन्दिर जस्तै पशुपति मन्दिर आदिबाट fund chip in गरेर, यो क्षेत्रको जीर्नोद्द्वार गरिनु पर्दछ| यसो हेर्दा, नेपालको यो angkor wot (combodia) जस्तै हुनसक्छ| यसलाई पर्यटक र धर्मावलम्बीहरुको गनतब्य बनाउन सकिनेछ| समयमा नै चेतना भया|
Reply
suman p says:        
August 2, 2013 at 5:47 am
यो जम्मै हिन्दु राष्ट्र , हिन्दु राजा , शिब सेना र भूपू राजाको पश्चीमान्चलको भ्रमण को करामत हो , अरु केहि हैन धमिलो पानीमा माछा मार्ने सद्येंत्र हो मेरो बिचारमा,
Reply
योगेश आदी says:        
August 2, 2013 at 3:46 am
हजुर बा हजुरआमालाइ छोरा पट्टिको नातानातिनी र छोरी पट्टिको नातानातिनी दुबैको बराबरी माया हुन्छ / त्यस्तै हामीलाई दुवै प्यारो छ, उत्खनन हेर्दा दुवै भगवानको प्रतिमाहरू देखिन्छ त दुवैलाई स्वयम्भुमा राखेको जस्तो मिलाएर राख्दा कसो होला ?",?,NA,"यी त भए इतिहास, जो हामीले बुझेको छैन वा बुझेर पनि बुझपचाएर ब्लग गरिन्छ| सुझाब त खासै छैन तर परिणाम के हुन्छा त्यो बुझौ साथीहरु
Reply
Suraj Shrestha says:	
August 2, 2013 at 6:58 am
म २०२८ सालमा पब्लिक हाई स्कूल, बिरेन्द्रनगर, सुर्खेत सहायक शिक्षक हुँदा भन्दा फरक पाएको काक्रेबिहरको निम्न कुरा यो फोटोमा देखे
१) बनजंगल बढेको छ
२) कक्रेबिहार मण्डला थपिएको छ
३) टिनको टहरा बनेको छ
४) तरबारपनि रहेछ
५) बुद्धको मुर्ति देख्दा राम्रो लग्यो तर ढलेको देख्दा दुख लग्यो
ककरेबिहर भन्दा ३/४ किलोमिटर उत्तरमा मायादेवीकोपनि मुर्ति थियो र सो अहिलेपनि सुरक्षित नै हुनु पर्द छ
बुद्धको देश हाम्रो नेपालमा शान्ति र प्रगतिको आशा गर्दछु
सुरज श्रेष्ठ
अमेरिका
Reply
cRIS says:	
August 2, 2013 at 6:51 am
देश भरिको गुम्बा, मन्दिर जस्तै पशुपति मन्दिर आदिबाट fund chip in गरेर, यो क्षेत्रको जीर्नोद्द्वार गरिनु पर्दछ| यसो हेर्दा, नेपालको यो angkor wot (combodia) जस्तै हुनसक्छ| यसलाई पर्यटक र धर्मावलम्बीहरुको गनतब्य बनाउन सकिनेछ| समयमा नै चेतना भया|
Reply
suman p says:	
August 2, 2013 at 5:47 am
यो जम्मै हिन्दु राष्ट्र , हिन्दु राजा , शिब सेना र भूपू राजाको पश्चीमान्चलको भ्रमण को करामत हो , अरु केहि हैन धमिलो पानीमा माछा मार्ने सद्येंत्र हो मेरो बिचारमा,
Reply
योगेश आदी says:	
August 2, 2013 at 3:46 am
हजुर बा हजुरआमालाइ छोरा पट्टिको नातानातिनी र छोरी पट्टिको नातानातिनी दुबैको बराबरी माया हुन्छ / त्यस्तै हामीलाई दुवै प्यारो छ, उत्खनन हेर्दा दुवै भगवानको प्रतिमाहरू देखिन्छ त दुवैलाई स्वयम्भुमा राखेको जस्तो मिलाएर राख्दा कसो होला ?",,,,,,,,,
